epoch,train_loss,val_loss,train_dice_coefficient,val_dice_coefficient
0,1.5024513900279999,1.661767601966858,0.17557350918650627,0.0
1,1.4100386500358582,1.6519706487655639,0.22471295669674873,3.626473189797252e-05
2,1.2506182193756104,1.5489213943481446,0.3366168737411499,0.08481274151708931
3,1.183417022228241,1.3602282881736756,0.3773382529616356,0.2457939084386453
4,1.1547484397888184,1.255623698234558,0.38868674635887146,0.31723489665891974
5,1.1478580236434937,1.2150089979171752,0.38069865852594376,0.32646179888397453
6,1.1384469866752625,1.230745804309845,0.37096598744392395,0.28832931648939847
7,1.1662179827690125,1.2443164348602296,0.3335568830370903,0.2582368740811944
8,1.2001773416996002,1.2616322040557861,0.29404328390955925,0.22895537922158837
9,1.2125555276870728,1.261445987224579,0.27434420585632324,0.2198929158039391
10,1.234646588563919,1.2565667867660522,0.24512407556176186,0.2172567594796419
11,1.2376579940319061,1.2014339923858643,0.23862842097878456,0.26475449628778736
12,1.2292302548885345,1.1211488008499146,0.24935361742973328,0.33679204795043916
13,1.1958959996700287,1.089928263425827,0.280610628426075,0.36387930614873765
14,1.1783618330955505,1.0846183836460113,0.2937946058809757,0.36764101528096943
15,1.175493985414505,1.09459388256073,0.2913016453385353,0.35715400949120524
16,1.1921518445014954,1.0847227990627288,0.27923156321048737,0.36581354597001337
17,1.1887011229991913,1.0895629048347473,0.2822801358997822,0.36138431215076705
18,1.181491494178772,1.091750931739807,0.2822374626994133,0.35854402123950424
19,1.1828333735466003,1.0796625435352325,0.2842702604830265,0.3693471741862595
20,1.1975535154342651,1.0888063848018645,0.2731899730861187,0.35996659896336497
21,1.1737830638885498,1.1019096970558167,0.28903717547655106,0.34698336776345967
22,1.1735941469669342,1.1063538253307343,0.2831421568989754,0.3416859044227749
23,1.1871524453163147,1.0843731939792634,0.27612240239977837,0.36147066820412876
24,1.1842182874679565,1.084477472305298,0.28116342425346375,0.36094841337762773
25,1.1649403870105743,1.0867908120155334,0.2930462285876274,0.35827203528024254
26,1.1862079203128815,1.0912193179130554,0.2767994925379753,0.35340953143313525
27,1.1647110283374786,1.1016488373279572,0.29137368872761726,0.3429650485049933
28,1.1910233199596405,1.1120550274848937,0.2686913199722767,0.3323425697628409
29,1.168540894985199,1.105068212747574,0.2872351035475731,0.3382678169524297
