epoch,train_loss,val_loss,train_dice_coefficient,val_dice_coefficient
0,1.1647587418556213,1.0867673754692078,0.2891845703125,0.3540021814405918
1,1.1578228771686554,1.0955895066261292,0.293008416891098,0.3439348520245403
2,1.148032158613205,1.0765288114547729,0.3052102141082287,0.35999589173588903
3,1.124609112739563,1.105683147907257,0.3159622848033905,0.3320645725587383
4,1.1545175909996033,1.1034020960330964,0.2922186031937599,0.3349052328616381
5,1.123437762260437,1.0971720099449158,0.31134605407714844,0.3413919134996831
6,1.1341338604688644,1.0521199464797975,0.3087748698890209,0.38233817035797985
7,1.1213417053222656,1.060138213634491,0.3240813612937927,0.37319810115732255
8,1.1059603095054626,1.074625599384308,0.3335469961166382,0.35770322892349216
9,1.11781707406044,1.0987935423851014,0.31838537007570267,0.334563957573846
10,1.1229475289583206,1.1059871077537538,0.3122722879052162,0.3264535506139509
11,1.1256377398967743,1.093109166622162,0.30972595512866974,0.3376419726992026
12,1.1127460300922394,1.076948457956314,0.31660205870866776,0.35134871884947644
13,1.1212246716022491,1.0643276572227478,0.31411488726735115,0.3609957717184443
14,1.1003518402576447,1.103533935546875,0.32444150000810623,0.3240540480357595
15,1.0840526819229126,1.0923007726669312,0.3380993604660034,0.3345217530906666
16,1.0696202218532562,1.0749989092350005,0.34544534236192703,0.34851473161252217
17,1.0612033903598785,1.0698765814304352,0.3540188744664192,0.35038528888835574
18,1.0816167443990707,1.07997784614563,0.3381371609866619,0.34004203710355796
19,1.085091844201088,1.0938745021820069,0.3307660110294819,0.3258814245869871
20,1.0714182555675507,1.0824996471405028,0.33995820581912994,0.3358510013204068
21,1.0492691099643707,1.1045368432998657,0.35497862845659256,0.3135685526067391
22,1.0498006343841553,1.1311738252639771,0.3491647131741047,0.28643341741408224
23,1.0336397886276245,1.0555512368679048,0.3576781004667282,0.3534239262691699
24,0.9987038373947144,1.0373757660388947,0.39021531492471695,0.3687400656519458
25,1.0586748719215393,1.0508851647377013,0.3434375002980232,0.35444615602027624
26,0.9922349900007248,1.0665257096290588,0.38777919858694077,0.3395971615798771
27,1.0204346776008606,1.0665554583072663,0.35996120795607567,0.33715666104108094
28,1.0019388049840927,1.0801069796085359,0.37573377043008804,0.3219757590442896
29,0.9647456705570221,1.0640860736370086,0.40698709711432457,0.33570931108260993
30,0.9478420466184616,1.0854266047477723,0.41318731755018234,0.3143004766869126
31,0.9117723852396011,1.093936824798584,0.4373311921954155,0.30607383244205266
32,0.9043653905391693,1.0706933259963989,0.4428512305021286,0.3282895159034524
