epoch,train_loss,val_loss,train_dice_coefficient,val_dice_coefficient
0,1.3062958121299744,1.4136589288711547,0.3375135362148285,0.252062463760376
1,1.1403168439865112,1.6132107734680177,0.38939903676509857,0.0
2,1.291247546672821,1.5450234413146973,0.19647359289228916,0.0
3,1.4291803240776062,1.5007196903228759,0.055329924914985895,0.0
4,1.2593871355056763,1.374189281463623,0.2136843577027321,0.08941297009587287
5,1.101819097995758,1.470602035522461,0.36839404702186584,0.0003234750358387828
6,1.130014568567276,1.500791597366333,0.32165946811437607,0.0
7,1.2042846977710724,1.510863709449768,0.23747040703892708,0.0
8,1.0543601661920547,1.447905683517456,0.36189649254083633,0.010840398841537535
9,0.9405248761177063,1.4872353553771973,0.46598125994205475,0.0073061004281044
10,0.9971736371517181,1.4068972587585449,0.39315126836299896,0.0321332013932988
11,0.8683844059705734,0.8562814831733704,0.4867803007364273,0.519879337400198
12,0.8209208846092224,1.0106141090393066,0.5215191543102264,0.4120024912059307
13,0.6947989165782928,0.8566718220710754,0.6054998636245728,0.5830085635185241
14,0.6197562515735626,1.3081973552703858,0.6655277460813522,0.5413575857877732
15,0.6489432603120804,1.1816949367523193,0.6195918470621109,0.37105912119150164
16,0.4914795085787773,1.5375160694122314,0.7382064014673233,0.5257559001445771
17,0.5123280435800552,2.3882612228393554,0.7204134613275528,0.5079100668430329
18,0.45881570130586624,1.1315918207168578,0.7584786713123322,0.5474277198314667
19,0.3824179470539093,1.3870449781417846,0.8130331337451935,0.45690983831882476
20,0.5728736147284508,3.0901559829711913,0.7078267335891724,0.5011023700237274
21,0.576921284198761,5.138397908210754,0.6778135597705841,0.46426829099655154
22,0.7287707477807999,2.363521158695221,0.5992759317159653,0.5048131078481675
23,0.698533222079277,2.6032321572303774,0.5927766412496567,0.45164412036538126
24,0.5361164808273315,1.822856056690216,0.6987793892621994,0.3840314518660307
25,0.47367339581251144,1.8400574326515198,0.7480843514204025,0.47170716524124146
26,0.34055131673812866,2.9040104389190673,0.8347860872745514,0.49407248497009276
27,0.33098622784018517,1.3610585689544679,0.83613221347332,0.4804382801055908
28,0.3134842813014984,1.3456495523452758,0.8501666635274887,0.42238941639661787
29,0.23605382815003395,1.1007063031196593,0.8915233314037323,0.4934375464916229
30,0.26591064035892487,0.9134168267250061,0.8607976138591766,0.5573289632797241
31,0.21523375809192657,1.4756795525550843,0.8973908573389053,0.4090139210224152
32,0.19182540476322174,1.0798150062561036,0.9133547693490982,0.46521015614271166
33,0.2261125184595585,1.0948402285575867,0.8911819607019424,0.5446297261863947
